Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC,NAICS,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide
ERROR,313165953,0950631,06/23/2010,"Walmart  Store 3248
			   1340 S Beach BlvdLa Habra, CA 90631","1340 S Beach Blvd, La Habra, CA 90631",NonUnion,5331,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,06/23/2010,,06/26/2012,313165953.0,,,,,,,,,
ERROR,312663867,0950636,06/17/2010,"Walmart Store #5164
			   11729 Imperial HwyNorwalk, CA 90650",", ,  00000",NonUnion,5331,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,08/30/2010,,11/22/2010,312663867.0,,,,,,,,,
ERROR,314256181,0551800,06/11/2010,"Walmart
			   2400 Morthland DriveValparaiso, IN 46385",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,06/11/2010,,08/02/2010,314256181.0,,,,,,,,,Safety-Manufacturing
ERROR,314147109,0950612,06/10/2010,"Walmart #5766
			   170 Cochrane Rd.Morgan Hill, CA 95037",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Accident,Partial,N,Private,Safety,09/02/2010,,01/19/2013,314147109.0,202612057,06/04/2010,Employee'S Finger Amputated While Drilling A Metal Bracket,Ca Fremont District Office, ,"On June 4, 2010, Employee #1 of Walmart, was installing base anchors for shelves at electronic section of the store. Employee #1 suffered an amputation on his left ring finger when it was caught by a rotating metal bracket. At the time of the accident, Employee #1 was drilling a hole on a metal bracket using a Makita concrete drill. During the drilling process he was holding the bracket with his left hand, about 2 feet above the floor on a kneeling position. When the drill bit start to turn the steel bracket rolled around to the drill bit and caught his finger. Paramedics' crew responded and Employee #1 was transported to the hospital in San Jose, CA, and was released after 3 hours.","rotating parts, amputated, unsecured, finger, electric drill",,
ERROR,314539800,0522000,05/27/2010,"Walmart Stores Inc. Dba Walmart #1503
			   6244 Wilmington PikeDayton, OH 45459",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,06/21/2010,,07/06/2010,314539800.0,,,,,,,,,
ERROR,314489782,0653510,05/26/2010,"Walmart #5491
			   2266 Wyoming Blvd NeAlbuquerque, NM 87112",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,05/26/2010,,08/04/2010,314489782.0,,,,,,,,,Safety-Manufacturing
ERROR,313831075,0453710,05/10/2010,"Walmart Supercenter - Store 2836
			   1051 East Broad StreetFuquay Varina, NC 27526",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,05/12/2010,,07/08/2010,313831075.0,,,,,,,,,Safety-Manufacturing
ERROR,313454191,0257220,05/04/2010,"Walmart Puerto Rico Inc Dba Sam'S Club
			   Ave Munoz Marin Plaza Centro Mall IiCaguas, PR 00725","Po Box 4952 Suite 242, Caguas, PR 00725",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Safety,06/03/2010,L,10/08/2012,313454191.0,,,,,,,,,
ERROR,311391023,0257240,04/08/2010,"Walmart Puerto Rico Inc
			   3535 Ave Militar Suite 193Isabela, PR 00662","Po Box 4960, Caguas, PR 00726",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Safety,06/08/2010,L,11/13/2012,311391023.0,,,,,,,,,
ERROR,312914583,0950625,04/06/2010,"Walmart Stores Inc
			   7065 N Ingram AveFresno, CA 93650","7065 N Ingram Ave, Fresno, CA 93650",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,04/23/2010,,,312914583.0,,,,,,,,,
ERROR,313408981,0728500,03/10/2010,"Walmart #29
			   724 West Stadium BoulevardJefferson City, MO 65109",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,03/10/2010,L,04/16/2010,313408981.0,,,,,,,,,
ERROR,313453854,0257220,02/16/2010,"Walmart Puerto Rico Inc
			   Carr 3 Km 134.7 Ave Los Veteranos Plaza WalmartGuayama, PR 00784",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,03/01/2010,,05/12/2010,313453854.0,,,,,,,,,
ERROR,313992299,0214200,01/11/2010,"Walmart Inc-#3520
			   400 Park PlaceSecaucus, NJ 07094",", ,  00000",NonUnion,5399,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,01/11/2010,,02/24/2010,313992299.0,,,,,,,,,
ERROR,313152977,0522500,01/06/2010,"Walmart
			   5200 West Pointe PlazaColumbus, OH 43228",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/06/2010,,03/12/2010,313152977.0,,,,,,,,,
